belt_standard,blouse_standard,coat_standard,dress_standard,footwear_standard,headwear_standard,hosiery_standard,jacket_standard,neckwear_standard,pant_standard,skirt_standard,sweater_standard,tshirt_standard,underwear_standard,bag_standard,giftitem_standard,handwear_standard,smallgood_standard,jewelry_standard,swimwear_standard
24.86,27.58,43.21,19.71,7.76,15.76,11.19,38.01,25.83,18.67,19.95,30.02,23.83,11.07,26.7,15.76,10.19,8.19,8.76,3
